# step K_rel_l2 mu_rel_l2 E_rel_l2 nu_rel_l2
1.000000000000000000e+03 1.558401756657284976e-01 6.282541423100165279e-01 5.023509720275783907e-01 3.910740455343362232e-01
2.000000000000000000e+03 1.893710586403741514e-01 9.317700379211857342e-01 6.282894396200212617e-01 6.910025669995211173e-01
3.000000000000000000e+03 1.413194994913583025e-01 1.119507031331831604e+00 8.168739856828404200e-01 5.936150529729078418e-01
4.000000000000000000e+03 2.136410125991271836e-01 9.413750089641387264e-01 6.762746218015022182e-01 6.118008966997035003e-01
5.000000000000000000e+03 2.919609475116420882e-01 8.697049514834017669e-01 6.998789950218758937e-01 5.579545580101376023e-01
6.000000000000000000e+03 2.867221869921756094e-01 6.844357335632990091e-01 5.145189622912235139e-01 6.514474538504209100e-01
7.000000000000000000e+03 2.915320494189078682e-01 6.488478474188208445e-01 5.273597878320391841e-01 5.569192357459455955e-01
8.000000000000000000e+03 3.562170544171646691e-01 7.305379106437452918e-01 6.151560710779733210e-01 5.532836509482275122e-01
9.000000000000000000e+03 2.810840885770869435e-01 5.404640875753757845e-01 4.224580279594786214e-01 6.414571870155123534e-01
1.000000000000000000e+04 3.250153305677572213e-01 5.528053790474916074e-01 4.630455193457862495e-01 5.828189431174096713e-01
1.100000000000000000e+04 3.178836440181427858e-01 4.650822397530484653e-01 3.941153301616234228e-01 5.693235160515172089e-01
1.200000000000000000e+04 3.168119905407186798e-01 3.917498944013225182e-01 3.426176335346680091e-01 5.418062118098722069e-01
1.300000000000000000e+04 2.863055643630465497e-01 2.910372405473412027e-01 2.652721662752341447e-01 5.433388163676078353e-01
1.400000000000000000e+04 2.961901474816963642e-01 3.217873140571720358e-01 2.955141226371368890e-01 5.062983553136798376e-01
1.500000000000000000e+04 2.958349296940541717e-01 3.054912994618950162e-01 2.865720764003548693e-01 5.076517033578944460e-01
1.600000000000000000e+04 2.897168771660796893e-01 2.997625664723422845e-01 2.849013656366801150e-01 5.238410776653493750e-01
1.700000000000000000e+04 2.917222915813271200e-01 2.921679436828931720e-01 2.858968566320239102e-01 5.279956950620233735e-01
1.800000000000000000e+04 2.906127933450305956e-01 3.051454470239532979e-01 2.973697109487880574e-01 5.746699188330210983e-01
1.900000000000000000e+04 3.015945441894496981e-01 3.104505490480667373e-01 3.027427870731911885e-01 5.862902609548925614e-01
