# step train_loss_terms
1.000000000000000000e+03 9.221789077855646610e-04 2.671518595889210701e-03 1.585689460625872016e-04 2.624060434754937887e-04 4.974788753315806389e-04 1.230462203238857910e-05 1.795619391486980021e-05 2.093150897053419612e-06 6.610358104808256030e-05 9.648394916439428926e-05
2.000000000000000000e+03 8.066896698437631130e-04 7.175484788604080677e-04 1.596198999322950840e-04 2.099446719512343407e-04 1.177392841782420874e-04 1.533332215331029147e-05 5.996011168463155627e-06 6.696736363664967939e-06 5.514420263352803886e-05 9.792677155928686261e-05
3.000000000000000000e+03 6.931945681571960449e-04 5.047490121796727180e-04 6.121252954471856356e-05 1.413970603607594967e-04 3.102948176092468202e-05 1.512962899141712114e-05 7.423767328873509541e-06 3.555747298378264531e-06 4.821982656721957028e-05 4.862853529630228877e-05
4.000000000000000000e+03 6.302638794295489788e-04 4.349955997895449400e-04 2.017488986894022673e-05 9.493852121522650123e-05 2.258393396914470941e-05 1.107930711441440508e-05 1.049203183356439695e-05 4.633148364519001916e-06 3.611701322370208800e-05 4.639218968804925680e-05
5.000000000000000000e+03 5.325704114511609077e-04 3.867493360303342342e-04 2.252754165965598077e-05 7.807944348314777017e-05 1.621813862584531307e-05 4.444707883521914482e-06 9.319947821495588869e-06 3.657125034806085750e-06 2.212793333455920219e-05 4.230965350870974362e-05
6.000000000000000000e+03 5.141435540281236172e-04 4.254038503859192133e-04 3.266155545134097338e-05 8.034710481297224760e-05 2.179906368837691844e-05 1.499370910096331500e-06 8.209829502447973937e-06 6.170510005176765844e-06 1.947752025444060564e-05 4.581616303767077625e-05
7.000000000000000000e+03 3.457453858572989702e-04 3.325004363432526588e-04 8.663100015837699175e-05 1.199922480736859143e-04 3.403610389796085656e-05 8.093137694231700152e-06 8.492253073200117797e-06 4.497697773331310600e-06 7.260127858899068087e-06 4.403747152537107468e-05
8.000000000000000000e+03 2.978422853630036116e-04 2.296380407642573118e-04 1.461091233068145812e-05 1.280395190406125039e-05 1.130486180045409128e-05 1.298128381677088328e-06 5.895577032788423821e-06 3.473968035905272700e-06 7.817403457011096179e-06 3.911100793629884720e-05
9.000000000000000000e+03 3.582896024454385042e-04 2.139432763215154409e-04 2.996303373947739601e-05 1.346083536191144958e-05 2.340732680750079453e-05 1.178374714072560892e-05 5.824771506013348699e-06 4.376678043627180159e-05 6.573030987055972219e-06 6.565848889295011759e-05
1.000000000000000000e+04 2.188782091252505779e-04 1.850696862675249577e-04 7.727851880190428346e-06 7.346644906647270545e-06 8.214648005377966911e-06 8.110062594823830295e-07 3.834808012470602989e-06 2.435466740280389786e-06 3.648111714937840588e-06 3.687107891892082989e-05
