# step train_loss_terms test_loss_terms
0.000000000000000000e+00 9.911634773015975952e-02 1.343398839235305786e-01 3.661014139652252197e-02 4.194105565547943115e-01 4.377834126353263855e-02 2.245000330731272697e-03 2.771989384200423956e-04 6.682935357093811035e-02 1.465540658682584763e-02 1.250363327562808990e-02 9.911634773015975952e-02 1.343398839235305786e-01 3.661014139652252197e-02 4.194105565547943115e-01 4.377834126353263855e-02 2.245000330731272697e-03 2.771989384200423956e-04 6.682935357093811035e-02 1.465540658682584763e-02 1.250363327562808990e-02
1.000000000000000000e+03 9.138244204223155975e-04 2.558103296905755997e-03 1.676058891462162137e-04 2.399587247055023909e-04 4.644111613743007183e-04 1.166565471066860482e-05 1.457799226045608521e-05 1.883034315142140258e-06 7.026617095107212663e-05 3.843300146399997175e-05 9.138244204223155975e-04 2.558103296905755997e-03 1.676058891462162137e-04 2.399587247055023909e-04 4.644111613743007183e-04 1.166565471066860482e-05 1.457799226045608521e-05 1.883034315142140258e-06 7.026617095107212663e-05 3.843300146399997175e-05
2.000000000000000000e+03 7.950025028549134731e-04 6.632981821894645691e-04 1.420300541212782264e-04 1.760349114192649722e-04 1.085031617549248040e-04 1.343328676739474759e-05 7.107459623512113467e-06 2.594801571831339970e-06 6.278642831603065133e-05 2.867026341846212745e-05 7.950025028549134731e-04 6.632981821894645691e-04 1.420300541212782264e-04 1.760349114192649722e-04 1.085031617549248040e-04 1.343328676739474759e-05 7.107459623512113467e-06 2.594801571831339970e-06 6.278642831603065133e-05 2.867026341846212745e-05
3.000000000000000000e+03 7.292295922525227070e-04 4.775620764121413231e-04 2.002450055442750454e-04 1.608444581506773829e-04 3.165772432112134993e-05 2.457344999129418284e-05 8.970992894319351763e-06 2.279636464663781226e-05 4.895753590972162783e-05 2.043424319708719850e-05 7.292295922525227070e-04 4.775620764121413231e-04 2.002450055442750454e-04 1.608444581506773829e-04 3.165772432112134993e-05 2.457344999129418284e-05 8.970992894319351763e-06 2.279636464663781226e-05 4.895753590972162783e-05 2.043424319708719850e-05
4.000000000000000000e+03 1.065390766598284245e-03 3.695316845551133156e-04 1.008049235679209232e-03 1.403509668307378888e-04 9.690193110145628452e-05 1.048385893227532506e-04 1.740293009788729250e-05 1.670069614192470908e-04 4.658988473238423467e-05 8.295805309899151325e-05 1.065390766598284245e-03 3.695316845551133156e-04 1.008049235679209232e-03 1.403509668307378888e-04 9.690193110145628452e-05 1.048385893227532506e-04 1.740293009788729250e-05 1.670069614192470908e-04 4.658988473238423467e-05 8.295805309899151325e-05
5.000000000000000000e+03 6.036136765033006668e-04 9.386793826706707478e-04 1.817156226024962962e-05 1.943899260368198156e-04 7.565232954220846295e-05 2.440569687678362243e-06 1.344094835076248273e-05 1.242955113411881030e-05 4.865125447395257652e-05 1.441848598915385082e-05 6.036136765033006668e-04 9.386793826706707478e-04 1.817156226024962962e-05 1.943899260368198156e-04 7.565232954220846295e-05 2.440569687678362243e-06 1.344094835076248273e-05 1.242955113411881030e-05 4.865125447395257652e-05 1.441848598915385082e-05
6.000000000000000000e+03 5.410429439507424831e-04 2.454518398735672235e-04 1.693983540462795645e-05 8.990678179543465376e-05 1.127499399444786832e-05 1.484215999880689196e-06 9.044502803590148687e-06 4.101107151655014604e-06 1.274371243198402226e-05 1.014728513837326318e-05 5.410429439507424831e-04 2.454518398735672235e-04 1.693983540462795645e-05 8.990678179543465376e-05 1.127499399444786832e-05 1.484215999880689196e-06 9.044502803590148687e-06 4.101107151655014604e-06 1.274371243198402226e-05 1.014728513837326318e-05
7.000000000000000000e+03 4.550059384200721979e-04 2.434735943097621202e-04 2.016633334278594702e-05 8.175806578947231174e-05 1.338529818895040080e-05 1.575489704919164069e-06 6.178950116009218618e-06 3.945971911889500916e-06 8.798534508969169110e-06 1.325548146269284189e-05 4.550059384200721979e-04 2.434735943097621202e-04 2.016633334278594702e-05 8.175806578947231174e-05 1.338529818895040080e-05 1.575489704919164069e-06 6.178950116009218618e-06 3.945971911889500916e-06 8.798534508969169110e-06 1.325548146269284189e-05
8.000000000000000000e+03 4.170020692981779575e-04 2.446807629894465208e-04 2.387600034126080573e-05 6.700460653519257903e-05 8.821273695502895862e-06 2.221471049779211171e-06 2.243973312943126075e-06 2.287122242705663666e-06 5.867307663720566779e-06 1.021414027491118759e-05 4.170020692981779575e-04 2.446807629894465208e-04 2.387600034126080573e-05 6.700460653519257903e-05 8.821273695502895862e-06 2.221471049779211171e-06 2.243973312943126075e-06 2.287122242705663666e-06 5.867307663720566779e-06 1.021414027491118759e-05
9.000000000000000000e+03 3.666599805001169443e-04 1.761391467880457640e-04 2.344110362173523754e-05 4.871039345744065940e-05 7.770748197799548507e-06 3.287250819994369522e-06 9.361598358736955561e-07 1.896312483040674124e-06 3.624638793553458527e-06 9.435626452614087611e-06 3.666599805001169443e-04 1.761391467880457640e-04 2.344110362173523754e-05 4.871039345744065940e-05 7.770748197799548507e-06 3.287250819994369522e-06 9.361598358736955561e-07 1.896312483040674124e-06 3.624638793553458527e-06 9.435626452614087611e-06
1.000000000000000000e+04 3.473756951279938221e-04 1.774649717845022678e-04 4.166004873695783317e-05 6.226639379747211933e-05 1.573657391418237239e-05 1.020304534904425964e-05 7.604228358104592189e-06 2.156524260499281809e-06 3.837921212834771723e-06 9.728702934808097780e-06 3.473756951279938221e-04 1.774649717845022678e-04 4.166004873695783317e-05 6.226639379747211933e-05 1.573657391418237239e-05 1.020304534904425964e-05 7.604228358104592189e-06 2.156524260499281809e-06 3.837921212834771723e-06 9.728702934808097780e-06
1.100000000000000000e+04 3.314370696898549795e-04 8.125010645017027855e-04 3.091272446908988059e-05 1.179975879495032132e-04 2.528771256038453430e-05 3.592680968722561374e-06 1.734152874632854946e-06 4.765509856952121481e-06 4.499799160839756951e-06 8.749964763410389423e-06 3.314370696898549795e-04 8.125010645017027855e-04 3.091272446908988059e-05 1.179975879495032132e-04 2.528771256038453430e-05 3.592680968722561374e-06 1.734152874632854946e-06 4.765509856952121481e-06 4.499799160839756951e-06 8.749964763410389423e-06
1.200000000000000000e+04 2.608448558021336794e-04 1.510809670435264707e-04 1.251989306183531880e-05 2.332592339371331036e-05 6.232004125195089728e-06 2.016603730226051994e-06 2.516225663384830114e-07 1.017974909700569697e-06 3.031686901522334665e-06 6.005569957778789103e-06 2.608448558021336794e-04 1.510809670435264707e-04 1.251989306183531880e-05 2.332592339371331036e-05 6.232004125195089728e-06 2.016603730226051994e-06 2.516225663384830114e-07 1.017974909700569697e-06 3.031686901522334665e-06 6.005569957778789103e-06
1.300000000000000000e+04 9.873441886156797409e-04 1.809906680136919022e-04 3.025629557669162750e-04 8.578837150707840919e-05 2.132452573277987540e-05 6.883651167299831286e-06 3.518809705838066293e-07 7.345712219830602407e-06 3.082737748627550900e-05 1.272910412808414549e-05 9.873441886156797409e-04 1.809906680136919022e-04 3.025629557669162750e-04 8.578837150707840919e-05 2.132452573277987540e-05 6.883651167299831286e-06 3.518809705838066293e-07 7.345712219830602407e-06 3.082737748627550900e-05 1.272910412808414549e-05
1.400000000000000000e+04 1.548447180539369583e-04 1.460124622099101543e-04 1.354857704427558929e-05 1.177000376628711820e-05 1.519156921858666465e-05 1.961466296052094549e-06 1.184171651402721182e-05 1.132152760874305386e-06 1.255650749953929335e-05 1.835109105741139501e-05 1.548447180539369583e-04 1.460124622099101543e-04 1.354857704427558929e-05 1.177000376628711820e-05 1.519156921858666465e-05 1.961466296052094549e-06 1.184171651402721182e-05 1.132152760874305386e-06 1.255650749953929335e-05 1.835109105741139501e-05
1.500000000000000000e+04 1.457926991861313581e-04 1.361499162157997489e-04 1.216890177602181211e-05 7.758772881061304361e-06 8.037426596274599433e-06 7.981402063705900218e-07 1.514379505351826083e-06 1.856373955888557248e-06 2.869012178052798845e-06 5.057832368038361892e-06 1.457926991861313581e-04 1.361499162157997489e-04 1.216890177602181211e-05 7.758772881061304361e-06 8.037426596274599433e-06 7.981402063705900218e-07 1.514379505351826083e-06 1.856373955888557248e-06 2.869012178052798845e-06 5.057832368038361892e-06
1.600000000000000000e+04 1.652055070735514164e-04 1.476385514251887798e-04 1.614604843780398369e-04 1.236592943314462900e-04 2.321950159966945648e-05 7.432057373080169782e-06 9.279788173444103450e-06 6.826660865044686943e-06 1.072409486368997023e-05 8.298839929921086878e-06 1.652055070735514164e-04 1.476385514251887798e-04 1.614604843780398369e-04 1.236592943314462900e-04 2.321950159966945648e-05 7.432057373080169782e-06 9.279788173444103450e-06 6.826660865044686943e-06 1.072409486368997023e-05 8.298839929921086878e-06
1.700000000000000000e+04 1.133110345108434558e-04 1.202024795929901302e-04 6.067775302653899416e-06 5.198592134547652677e-06 3.855354862025706097e-06 3.498056173611985287e-07 1.469638277740159538e-07 2.768225328964035725e-07 1.109319214265269693e-06 3.463649136392632499e-06 1.133110345108434558e-04 1.202024795929901302e-04 6.067775302653899416e-06 5.198592134547652677e-06 3.855354862025706097e-06 3.498056173611985287e-07 1.469638277740159538e-07 2.768225328964035725e-07 1.109319214265269693e-06 3.463649136392632499e-06
1.800000000000000000e+04 1.143640911323018372e-04 1.130353484768420458e-04 5.523850177269196138e-06 5.061936917627463117e-06 3.757650119950994849e-06 4.472806836020026822e-07 1.744330830888429773e-07 5.845182613484212197e-07 1.333276031800778583e-06 3.093890882155392319e-06 1.143640911323018372e-04 1.130353484768420458e-04 5.523850177269196138e-06 5.061936917627463117e-06 3.757650119950994849e-06 4.472806836020026822e-07 1.744330830888429773e-07 5.845182613484212197e-07 1.333276031800778583e-06 3.093890882155392319e-06
1.900000000000000000e+04 9.513587428955361247e-05 1.082773669622838497e-04 5.014804173697484657e-06 4.773512500833021477e-06 2.824362354658660479e-06 1.162217841965684784e-07 6.183546474858303554e-08 1.946894485627126414e-07 6.564134196196391713e-07 2.635238843140541576e-06 9.513587428955361247e-05 1.082773669622838497e-04 5.014804173697484657e-06 4.773512500833021477e-06 2.824362354658660479e-06 1.162217841965684784e-07 6.183546474858303554e-08 1.946894485627126414e-07 6.564134196196391713e-07 2.635238843140541576e-06
2.000000000000000000e+04 9.354433132102712989e-05 1.016662863548845053e-04 5.404847343015717342e-06 4.605939011526061222e-06 2.894249291784944944e-06 1.368052693351273774e-07 9.156911318086713436e-08 6.134662271506385878e-07 5.348134095584100578e-07 2.861860593839082867e-06 9.354433132102712989e-05 1.016662863548845053e-04 5.404847343015717342e-06 4.605939011526061222e-06 2.894249291784944944e-06 1.368052693351273774e-07 9.156911318086713436e-08 6.134662271506385878e-07 5.348134095584100578e-07 2.861860593839082867e-06
2.100000000000000000e+04 6.814555672463029623e-05 9.576535376254469156e-05 3.994030521425884217e-06 4.721475306723732501e-06 3.680911959236254916e-06 1.863806460278283339e-07 5.979820230095356237e-07 6.880111413920531049e-07 8.529995056960615329e-07 2.779312580969417468e-06 6.814555672463029623e-05 9.576535376254469156e-05 3.994030521425884217e-06 4.721475306723732501e-06 3.680911959236254916e-06 1.863806460278283339e-07 5.979820230095356237e-07 6.880111413920531049e-07 8.529995056960615329e-07 2.779312580969417468e-06
2.200000000000000000e+04 4.376559518277645111e-04 1.218548713950440288e-04 7.076577458065003157e-05 1.056922483257949352e-04 2.094631418003700674e-05 3.736568714884924702e-06 6.602861049032071605e-07 1.164301738754147664e-05 2.275151382491458207e-05 9.780534128367435187e-06 4.376559518277645111e-04 1.218548713950440288e-04 7.076577458065003157e-05 1.056922483257949352e-04 2.094631418003700674e-05 3.736568714884924702e-06 6.602861049032071605e-07 1.164301738754147664e-05 2.275151382491458207e-05 9.780534128367435187e-06
2.300000000000000000e+04 4.931901639793068171e-05 8.836032793624326587e-05 2.906487679865676910e-06 3.703781658259686083e-06 1.475425847274891566e-06 1.040008825725635688e-07 5.011976256241723604e-08 1.141370589152757020e-07 2.256432480862713419e-07 2.181168383685871959e-06 4.931901639793068171e-05 8.836032793624326587e-05 2.906487679865676910e-06 3.703781658259686083e-06 1.475425847274891566e-06 1.040008825725635688e-07 5.011976256241723604e-08 1.141370589152757020e-07 2.256432480862713419e-07 2.181168383685871959e-06
2.400000000000000000e+04 4.431434354046359658e-05 8.543178410036489367e-05 2.846407369361259043e-06 3.471611080385628156e-06 1.845187398430425674e-06 9.398620903766641277e-08 1.021997277916852909e-07 1.990008513530483469e-07 3.237888961393764475e-07 1.951115336851216853e-06 4.431434354046359658e-05 8.543178410036489367e-05 2.846407369361259043e-06 3.471611080385628156e-06 1.845187398430425674e-06 9.398620903766641277e-08 1.021997277916852909e-07 1.990008513530483469e-07 3.237888961393764475e-07 1.951115336851216853e-06
2.500000000000000000e+04 3.745894355233758688e-05 8.601231093052774668e-05 3.132118763460312039e-06 4.511408860707888380e-06 1.401921167598629836e-06 1.694360634019176359e-07 5.932868063496243849e-08 1.149072517137028626e-07 4.922789571537578013e-07 1.700465873000212014e-06 3.745894355233758688e-05 8.601231093052774668e-05 3.132118763460312039e-06 4.511408860707888380e-06 1.401921167598629836e-06 1.694360634019176359e-07 5.932868063496243849e-08 1.149072517137028626e-07 4.922789571537578013e-07 1.700465873000212014e-06
2.600000000000000000e+04 3.162084976793266833e-05 7.994977204361930490e-05 2.127138031937647611e-06 2.877042106774752028e-06 1.095579136745072901e-06 1.120779344887523621e-07 5.497799548948023585e-08 1.135248339778627269e-07 1.633408572843109141e-07 1.683070649960427545e-06 3.162084976793266833e-05 7.994977204361930490e-05 2.127138031937647611e-06 2.877042106774752028e-06 1.095579136745072901e-06 1.120779344887523621e-07 5.497799548948023585e-08 1.135248339778627269e-07 1.633408572843109141e-07 1.683070649960427545e-06
2.700000000000000000e+04 3.602545621106401086e-05 8.912885095924139023e-05 2.440989419483230449e-06 3.543116463333717547e-06 1.614052393961173948e-06 2.016682145722370478e-07 7.613211039370071376e-08 1.014547379440955410e-07 1.384546521876472980e-07 1.624360493224230595e-06 3.602545621106401086e-05 8.912885095924139023e-05 2.440989419483230449e-06 3.543116463333717547e-06 1.614052393961173948e-06 2.016682145722370478e-07 7.613211039370071376e-08 1.014547379440955410e-07 1.384546521876472980e-07 1.624360493224230595e-06
2.800000000000000000e+04 2.615157427499070764e-05 1.730002113617956638e-04 3.563240852599847130e-06 1.977906504180282354e-05 1.391888054058654234e-05 1.275365207220602315e-06 6.606701845157658681e-06 5.898590984543261584e-07 2.384440904279472306e-06 3.479269253148231655e-06 2.615157427499070764e-05 1.730002113617956638e-04 3.563240852599847130e-06 1.977906504180282354e-05 1.391888054058654234e-05 1.275365207220602315e-06 6.606701845157658681e-06 5.898590984543261584e-07 2.384440904279472306e-06 3.479269253148231655e-06
2.900000000000000000e+04 5.719209366361610591e-05 7.193333294708281755e-05 4.100897513126255944e-06 3.854358055832562968e-06 2.184213008149527013e-05 2.387839231232646853e-06 5.445333499665139243e-06 7.184670494098099880e-07 4.196666395728243515e-06 4.826461008633486927e-06 5.719209366361610591e-05 7.193333294708281755e-05 4.100897513126255944e-06 3.854358055832562968e-06 2.184213008149527013e-05 2.387839231232646853e-06 5.445333499665139243e-06 7.184670494098099880e-07 4.196666395728243515e-06 4.826461008633486927e-06
3.000000000000000000e+04 2.125866922142449766e-05 6.850583304185420275e-05 1.940033598657464609e-06 2.295827471243683249e-06 2.431181883366662078e-06 2.383100081715383567e-07 3.622229485245043179e-07 1.698437301911326358e-07 3.834503559119184501e-07 1.665298668740433641e-06 2.125866922142449766e-05 6.850583304185420275e-05 1.940033598657464609e-06 2.295827471243683249e-06 2.431181883366662078e-06 2.383100081715383567e-07 3.622229485245043179e-07 1.698437301911326358e-07 3.834503559119184501e-07 1.665298668740433641e-06
3.100000000000000000e+04 1.893874286906793714e-05 6.166546518215909600e-05 1.358506665383174550e-06 1.760993541211064439e-06 9.941555845216498710e-07 1.290312923174496973e-07 8.692665431908608298e-08 1.118902019925371860e-07 9.714614179756608792e-08 1.261930265172850341e-06 1.893874286906793714e-05 6.166546518215909600e-05 1.358506665383174550e-06 1.760993541211064439e-06 9.941555845216498710e-07 1.290312923174496973e-07 8.692665431908608298e-08 1.118902019925371860e-07 9.714614179756608792e-08 1.261930265172850341e-06
3.200000000000000000e+04 1.702370354905724525e-05 8.600272849434986711e-05 1.445802013222419191e-06 3.252969236200442538e-06 1.545000941405305639e-06 1.839653407387231709e-07 3.892337190336547792e-07 5.822531079502368812e-08 3.371824561781977536e-07 1.580756361363455653e-06 1.702370354905724525e-05 8.600272849434986711e-05 1.445802013222419191e-06 3.252969236200442538e-06 1.545000941405305639e-06 1.839653407387231709e-07 3.892337190336547792e-07 5.822531079502368812e-08 3.371824561781977536e-07 1.580756361363455653e-06
3.300000000000000000e+04 1.611381594557315111e-05 5.803936801385134459e-05 1.476654233556473628e-06 1.989672000490827486e-06 1.220037347593461163e-06 9.994353433739888715e-08 1.970807232964943978e-07 1.191333112160464225e-07 2.372319443111337023e-07 1.182773416985583026e-06 1.611381594557315111e-05 5.803936801385134459e-05 1.476654233556473628e-06 1.989672000490827486e-06 1.220037347593461163e-06 9.994353433739888715e-08 1.970807232964943978e-07 1.191333112160464225e-07 2.372319443111337023e-07 1.182773416985583026e-06
3.400000000000000000e+04 2.413211404928006232e-05 4.554817496682517231e-05 2.248488044642726891e-06 1.672972075539291836e-06 1.211564267578069121e-06 2.211458394185683574e-07 1.222193333205723320e-07 1.807796081720880466e-07 7.041282401587523054e-08 1.049119418894406408e-06 2.413211404928006232e-05 4.554817496682517231e-05 2.248488044642726891e-06 1.672972075539291836e-06 1.211564267578069121e-06 2.211458394185683574e-07 1.222193333205723320e-07 1.807796081720880466e-07 7.041282401587523054e-08 1.049119418894406408e-06
3.500000000000000000e+04 1.478808553656563163e-05 1.250216155312955379e-04 1.324566937910276465e-06 1.162855824077269062e-05 2.853725845852750354e-06 1.816150927425042028e-07 2.451613681841990910e-06 1.349500280412030406e-07 5.976521606498863548e-07 1.980536353585193865e-06 1.478808553656563163e-05 1.250216155312955379e-04 1.324566937910276465e-06 1.162855824077269062e-05 2.853725845852750354e-06 1.816150927425042028e-07 2.451613681841990910e-06 1.349500280412030406e-07 5.976521606498863548e-07 1.980536353585193865e-06
3.600000000000000000e+04 1.998236257350072265e-05 3.542850390658713877e-05 3.067121042477083392e-06 1.645267047933884896e-06 1.290814793719619047e-06 1.326114755784146837e-07 4.284100327822670806e-07 4.174167855808263994e-08 4.016307570964272600e-07 1.224802190336049534e-06 1.998236257350072265e-05 3.542850390658713877e-05 3.067121042477083392e-06 1.645267047933884896e-06 1.290814793719619047e-06 1.326114755784146837e-07 4.284100327822670806e-07 4.174167855808263994e-08 4.016307570964272600e-07 1.224802190336049534e-06
3.700000000000000000e+04 1.302668806602014229e-05 3.563554128049872816e-05 1.022583205667615402e-06 1.876975829873117618e-06 1.159744556389341597e-06 2.085140806684648851e-07 1.341958153489031247e-07 2.518231845272111968e-08 1.130477826905007532e-07 9.316013347415719181e-07 1.302668806602014229e-05 3.563554128049872816e-05 1.022583205667615402e-06 1.876975829873117618e-06 1.159744556389341597e-06 2.085140806684648851e-07 1.341958153489031247e-07 2.518231845272111968e-08 1.130477826905007532e-07 9.316013347415719181e-07
