# step train_loss_terms test_loss_terms
0.000000000000000000e+00 1.370966881513595581e-01 9.147056192159652710e-02 7.027135044336318970e-02 1.286888960748910904e-02 3.462917208671569824e-01 1.999344443902373314e-03 1.787920296192169189e-02 8.673490583896636963e-02 1.178956255316734314e-01 5.581265687942504883e-01 1.557243019342422485e-01 1.264000058174133301e+00 1.109600439667701721e-01 2.903431057929992676e-01 1.370966881513595581e-01 9.147056192159652710e-02 7.027135044336318970e-02 1.286888960748910904e-02 3.462917208671569824e-01 1.999344443902373314e-03 1.787920296192169189e-02 8.673490583896636963e-02 1.178956255316734314e-01 5.581265687942504883e-01 1.557243019342422485e-01 1.264000058174133301e+00 1.109600439667701721e-01 2.903431057929992676e-01
1.000000000000000000e+03 2.963909180834889412e-03 1.572617888450622559e-02 4.727648920379579067e-04 5.574968527071177959e-04 1.494153111707419157e-04 4.263479422661475837e-05 3.112607737421058118e-05 7.754735270282253623e-05 1.138498628279194236e-04 1.235716772498562932e-04 1.619854010641574860e-04 1.115140039473772049e-04 6.479029980255290866e-05 2.311997377546504140e-06 2.963909180834889412e-03 1.572617888450622559e-02 4.727648920379579067e-04 5.574968527071177959e-04 1.494153111707419157e-04 4.263479422661475837e-05 3.112607737421058118e-05 7.754735270282253623e-05 1.138498628279194236e-04 1.235716772498562932e-04 1.619854010641574860e-04 1.115140039473772049e-04 6.479029980255290866e-05 2.311997377546504140e-06
2.000000000000000000e+03 8.672884432598948479e-04 7.763459580019116402e-04 2.615606063045561314e-04 2.162476303055882454e-04 6.481310265371575952e-05 4.986315252608619630e-05 2.312402466486673802e-05 5.964978845440782607e-05 3.593833389459177852e-05 1.676152314757928252e-04 8.210205851355567575e-05 1.058363886841107160e-05 4.879615880781784654e-05 3.848861524602398276e-05 8.672884432598948479e-04 7.763459580019116402e-04 2.615606063045561314e-04 2.162476303055882454e-04 6.481310265371575952e-05 4.986315252608619630e-05 2.312402466486673802e-05 5.964978845440782607e-05 3.593833389459177852e-05 1.676152314757928252e-04 8.210205851355567575e-05 1.058363886841107160e-05 4.879615880781784654e-05 3.848861524602398276e-05
3.000000000000000000e+03 4.767443169839680195e-04 5.519869155250489712e-04 9.803058492252603173e-05 1.382399495923891664e-04 2.345321991015225649e-05 2.721776218095328659e-05 1.774758311512414366e-05 2.497054629202466458e-05 1.133117712015518919e-05 8.143790910253301263e-05 5.359015631256625056e-05 7.181473620221368037e-07 2.320330349903088063e-05 3.223661337869998533e-09 4.767443169839680195e-04 5.519869155250489712e-04 9.803058492252603173e-05 1.382399495923891664e-04 2.345321991015225649e-05 2.721776218095328659e-05 1.774758311512414366e-05 2.497054629202466458e-05 1.133117712015518919e-05 8.143790910253301263e-05 5.359015631256625056e-05 7.181473620221368037e-07 2.320330349903088063e-05 3.223661337869998533e-09
4.000000000000000000e+03 3.753207856789231300e-04 4.134988121222704649e-04 4.693817027145996690e-05 1.091038138838484883e-04 1.541795791126787663e-05 2.251505247841123492e-05 1.450850686524063349e-05 1.065734159055864438e-05 7.234874829009640962e-06 4.086793342139571905e-05 3.893737448379397392e-05 6.335327498163678683e-07 1.284175596083514392e-05 2.553596800680679735e-07 3.753207856789231300e-04 4.134988121222704649e-04 4.693817027145996690e-05 1.091038138838484883e-04 1.541795791126787663e-05 2.251505247841123492e-05 1.450850686524063349e-05 1.065734159055864438e-05 7.234874829009640962e-06 4.086793342139571905e-05 3.893737448379397392e-05 6.335327498163678683e-07 1.284175596083514392e-05 2.553596800680679735e-07
5.000000000000000000e+03 3.384413139428943396e-04 3.490503004286438227e-04 4.548561628325842321e-05 1.137392173404805362e-04 7.141294190660119057e-05 2.130215762008447200e-05 1.578421688464004546e-05 2.677253905858378857e-05 5.387105829868232831e-06 1.228678738698363304e-04 1.094656618079170585e-04 4.272959631634876132e-05 1.596193942532408983e-05 5.229181988397613168e-05 3.384413139428943396e-04 3.490503004286438227e-04 4.548561628325842321e-05 1.137392173404805362e-04 7.141294190660119057e-05 2.130215762008447200e-05 1.578421688464004546e-05 2.677253905858378857e-05 5.387105829868232831e-06 1.228678738698363304e-04 1.094656618079170585e-04 4.272959631634876132e-05 1.596193942532408983e-05 5.229181988397613168e-05
6.000000000000000000e+03 2.807376440614461899e-04 2.935371594503521919e-04 5.605811020359396935e-05 1.114912738557904959e-04 6.568056960531976074e-06 1.484907443227712065e-05 6.556405423907563090e-06 9.878397122520254925e-07 2.634651082189520821e-06 5.819395300932228565e-05 2.257734195154625922e-05 3.332692722324281931e-05 9.059216608875431120e-06 8.901471301214769483e-05 2.807376440614461899e-04 2.935371594503521919e-04 5.605811020359396935e-05 1.114912738557904959e-04 6.568056960531976074e-06 1.484907443227712065e-05 6.556405423907563090e-06 9.878397122520254925e-07 2.634651082189520821e-06 5.819395300932228565e-05 2.257734195154625922e-05 3.332692722324281931e-05 9.059216608875431120e-06 8.901471301214769483e-05
7.000000000000000000e+03 2.340623032068833709e-04 1.894704764708876610e-04 2.974742710648570210e-05 4.742544842883944511e-05 2.516140011721290648e-05 9.314123417425435036e-06 1.213770428876159713e-05 1.230957968800794333e-05 1.894087517939624377e-06 5.618824798148125410e-05 6.078169099055230618e-05 2.349574060644954443e-05 7.057605216687079519e-06 2.691111512831412256e-05 2.340623032068833709e-04 1.894704764708876610e-04 2.974742710648570210e-05 4.742544842883944511e-05 2.516140011721290648e-05 9.314123417425435036e-06 1.213770428876159713e-05 1.230957968800794333e-05 1.894087517939624377e-06 5.618824798148125410e-05 6.078169099055230618e-05 2.349574060644954443e-05 7.057605216687079519e-06 2.691111512831412256e-05
8.000000000000000000e+03 1.649236655794084072e-04 1.345088676316663623e-04 1.666880234552081674e-05 1.362167495244648308e-05 2.898681032093008980e-06 5.734449587180279195e-06 3.491059032967314124e-06 5.211149982642382383e-07 2.113263462888426147e-06 5.706070169253507629e-06 1.449587034585420042e-05 6.425710097346382099e-08 1.870684968707791995e-06 1.302168328720654245e-07 1.649236655794084072e-04 1.345088676316663623e-04 1.666880234552081674e-05 1.362167495244648308e-05 2.898681032093008980e-06 5.734449587180279195e-06 3.491059032967314124e-06 5.211149982642382383e-07 2.113263462888426147e-06 5.706070169253507629e-06 1.449587034585420042e-05 6.425710097346382099e-08 1.870684968707791995e-06 1.302168328720654245e-07
9.000000000000000000e+03 1.358138979412615299e-04 1.175033758045174181e-04 1.589361272635869682e-05 7.500178980990312994e-06 2.223666342615615577e-06 5.106281605549156666e-06 2.758378514045034535e-06 6.974667030590353534e-07 1.523204332443128806e-06 4.995027211407432333e-06 1.132082797994371504e-05 2.296822287917166250e-08 1.522893285255122464e-06 1.473588554290472530e-06 1.358138979412615299e-04 1.175033758045174181e-04 1.589361272635869682e-05 7.500178980990312994e-06 2.223666342615615577e-06 5.106281605549156666e-06 2.758378514045034535e-06 6.974667030590353534e-07 1.523204332443128806e-06 4.995027211407432333e-06 1.132082797994371504e-05 2.296822287917166250e-08 1.522893285255122464e-06 1.473588554290472530e-06
1.000000000000000000e+04 1.153813791461288929e-04 1.025751844281330705e-04 2.009885974985081702e-05 8.635789527033921331e-06 3.615494961195508949e-06 6.281260084506357089e-06 2.696174988159327768e-06 6.769381002413865644e-07 1.743798861753020901e-06 7.088342499628197402e-06 1.025262281473260373e-05 1.510505853730137460e-07 1.622044351279328112e-06 1.318717204412678257e-05 1.153813791461288929e-04 1.025751844281330705e-04 2.009885974985081702e-05 8.635789527033921331e-06 3.615494961195508949e-06 6.281260084506357089e-06 2.696174988159327768e-06 6.769381002413865644e-07 1.743798861753020901e-06 7.088342499628197402e-06 1.025262281473260373e-05 1.510505853730137460e-07 1.622044351279328112e-06 1.318717204412678257e-05
1.100000000000000000e+04 9.991830302169546485e-05 8.036493090912699699e-05 1.318454451393336058e-05 3.654781949080643244e-06 2.016093503698357381e-06 5.602532382908975706e-06 2.637862962728831917e-06 3.469843363745894749e-07 1.423794060428917874e-06 3.816238859144505113e-06 7.503231245209462941e-06 1.926144022945663892e-06 6.015101234879693948e-07 1.281154027310549282e-06 9.991830302169546485e-05 8.036493090912699699e-05 1.318454451393336058e-05 3.654781949080643244e-06 2.016093503698357381e-06 5.602532382908975706e-06 2.637862962728831917e-06 3.469843363745894749e-07 1.423794060428917874e-06 3.816238859144505113e-06 7.503231245209462941e-06 1.926144022945663892e-06 6.015101234879693948e-07 1.281154027310549282e-06
1.200000000000000000e+04 8.954799704952165484e-05 6.750650209141895175e-05 1.017261911329114810e-05 2.542632273616618477e-06 1.909860429805121385e-06 4.711564542958512902e-06 2.494368800398660824e-06 2.212445195937107201e-07 1.116786506827338599e-06 2.658078074091463350e-06 6.358559858199441805e-06 3.252374725093432062e-08 7.718292636127443984e-07 3.637554257807096292e-08 8.954799704952165484e-05 6.750650209141895175e-05 1.017261911329114810e-05 2.542632273616618477e-06 1.909860429805121385e-06 4.711564542958512902e-06 2.494368800398660824e-06 2.212445195937107201e-07 1.116786506827338599e-06 2.658078074091463350e-06 6.358559858199441805e-06 3.252374725093432062e-08 7.718292636127443984e-07 3.637554257807096292e-08
1.300000000000000000e+04 8.116881508613005280e-05 5.973402221570722759e-05 8.224499651987571269e-06 2.589924633866758086e-06 1.932843133545247838e-06 4.255291969457175583e-06 2.252238800792838447e-06 8.574536991545755882e-08 1.222492301167221740e-06 2.924022965089534409e-06 6.011738150846213102e-06 1.099435422702299547e-07 5.819796342620975338e-07 8.971019269665703177e-07 8.116881508613005280e-05 5.973402221570722759e-05 8.224499651987571269e-06 2.589924633866758086e-06 1.932843133545247838e-06 4.255291969457175583e-06 2.252238800792838447e-06 8.574536991545755882e-08 1.222492301167221740e-06 2.924022965089534409e-06 6.011738150846213102e-06 1.099435422702299547e-07 5.819796342620975338e-07 8.971019269665703177e-07
1.400000000000000000e+04 7.130044832592830062e-05 5.281246194499544799e-05 6.325469257717486471e-06 2.237650278402725235e-06 1.855094296843162738e-06 3.850182110909372568e-06 2.266723868160624988e-06 6.596867763164482312e-08 1.083781739907863084e-06 2.782083129204693250e-06 5.530483576876576990e-06 7.142915165597729654e-12 5.306641810420842376e-07 4.567908717945101671e-07 7.130044832592830062e-05 5.281246194499544799e-05 6.325469257717486471e-06 2.237650278402725235e-06 1.855094296843162738e-06 3.850182110909372568e-06 2.266723868160624988e-06 6.596867763164482312e-08 1.083781739907863084e-06 2.782083129204693250e-06 5.530483576876576990e-06 7.142915165597729654e-12 5.306641810420842376e-07 4.567908717945101671e-07
1.500000000000000000e+04 6.075554483686573803e-05 4.741868178825825453e-05 5.594819413090590388e-06 2.356171307837939821e-06 2.015629661400453188e-06 3.415021637920290232e-06 2.183960532420314848e-06 1.597712895318181836e-07 1.074049691851541866e-06 3.801094862865284085e-06 5.472784323501400650e-06 1.603695176655151045e-09 5.572159693656431045e-07 9.776027809493825771e-07 6.075554483686573803e-05 4.741868178825825453e-05 5.594819413090590388e-06 2.356171307837939821e-06 2.015629661400453188e-06 3.415021637920290232e-06 2.183960532420314848e-06 1.597712895318181836e-07 1.074049691851541866e-06 3.801094862865284085e-06 5.472784323501400650e-06 1.603695176655151045e-09 5.572159693656431045e-07 9.776027809493825771e-07
1.600000000000000000e+04 4.958537465427070856e-05 4.246172829880379140e-05 4.807328423339640722e-06 2.189829046983504668e-06 1.985114067792892456e-06 3.048778353331726976e-06 2.129102995240828022e-06 1.176982564743411785e-07 1.012957909551914781e-06 3.049615770578384399e-06 4.821538823307491839e-06 2.107748002799780807e-07 5.876931368220539298e-07 3.720464292200631462e-07 4.958537465427070856e-05 4.246172829880379140e-05 4.807328423339640722e-06 2.189829046983504668e-06 1.985114067792892456e-06 3.048778353331726976e-06 2.129102995240828022e-06 1.176982564743411785e-07 1.012957909551914781e-06 3.049615770578384399e-06 4.821538823307491839e-06 2.107748002799780807e-07 5.876931368220539298e-07 3.720464292200631462e-07
1.700000000000000000e+04 4.137869109399616718e-05 3.776574521907605231e-05 3.784357886615907773e-06 1.964361445061513223e-06 1.924556272570043802e-06 2.891906888180528767e-06 1.990998953260714188e-06 8.256907335635332856e-08 9.617664318284369074e-07 1.845569158831494860e-06 3.580083784981979989e-06 2.108750685181348672e-08 3.862220694372808794e-07 4.467577419120516424e-09 4.137869109399616718e-05 3.776574521907605231e-05 3.784357886615907773e-06 1.964361445061513223e-06 1.924556272570043802e-06 2.891906888180528767e-06 1.990998953260714188e-06 8.256907335635332856e-08 9.617664318284369074e-07 1.845569158831494860e-06 3.580083784981979989e-06 2.108750685181348672e-08 3.862220694372808794e-07 4.467577419120516424e-09
1.800000000000000000e+04 3.531348193064332008e-05 3.416347681195475161e-05 3.606584641602239572e-06 2.156583605028572492e-06 1.955492734850849956e-06 2.576775614215875976e-06 1.712377184048818890e-06 1.262823161596315913e-07 9.806695970837608911e-07 2.388878328929422423e-06 3.476390020296094008e-06 5.411963002188713290e-07 6.437894626287743449e-07 3.377992996433931694e-08 3.531348193064332008e-05 3.416347681195475161e-05 3.606584641602239572e-06 2.156583605028572492e-06 1.955492734850849956e-06 2.576775614215875976e-06 1.712377184048818890e-06 1.262823161596315913e-07 9.806695970837608911e-07 2.388878328929422423e-06 3.476390020296094008e-06 5.411963002188713290e-07 6.437894626287743449e-07 3.377992996433931694e-08
1.900000000000000000e+04 3.122106863884255290e-05 2.964620034617837518e-05 3.106429858235060237e-06 2.060991619146079756e-06 2.436510612824349664e-06 2.395304136371123604e-06 2.136596322088735178e-06 1.947866508089646231e-07 1.244697045876819175e-06 2.188891812693327665e-06 4.530953901848988608e-06 2.050598595815245062e-06 2.492293447176052723e-07 1.181039621656054805e-07 3.122106863884255290e-05 2.964620034617837518e-05 3.106429858235060237e-06 2.060991619146079756e-06 2.436510612824349664e-06 2.395304136371123604e-06 2.136596322088735178e-06 1.947866508089646231e-07 1.244697045876819175e-06 2.188891812693327665e-06 4.530953901848988608e-06 2.050598595815245062e-06 2.492293447176052723e-07 1.181039621656054805e-07
2.000000000000000000e+04 3.836655014310963452e-05 4.023756628157570958e-05 1.894702654681168497e-05 2.339559614483732730e-05 1.187134148494806141e-05 3.171425987602560781e-06 4.275575975043466315e-06 1.742529320836183615e-07 1.782204549272137228e-06 2.657863842614460737e-05 1.746933958202134818e-05 5.783389497082680464e-06 2.005514943448361009e-06 4.864148286287672818e-05 3.836655014310963452e-05 4.023756628157570958e-05 1.894702654681168497e-05 2.339559614483732730e-05 1.187134148494806141e-05 3.171425987602560781e-06 4.275575975043466315e-06 1.742529320836183615e-07 1.782204549272137228e-06 2.657863842614460737e-05 1.746933958202134818e-05 5.783389497082680464e-06 2.005514943448361009e-06 4.864148286287672818e-05
2.100000000000000000e+04 2.152316665160469711e-05 1.962546230060979724e-05 2.171100959458271973e-06 2.007463308473234065e-06 1.709996354293252807e-06 1.622523882360837888e-06 1.193132334265101235e-06 8.415533869765567943e-08 8.429219633399043232e-07 1.266275830857921392e-06 1.919353280754876323e-06 8.493267245057722903e-08 3.975711138082260732e-07 9.573430048703812645e-08 2.152316665160469711e-05 1.962546230060979724e-05 2.171100959458271973e-06 2.007463308473234065e-06 1.709996354293252807e-06 1.622523882360837888e-06 1.193132334265101235e-06 8.415533869765567943e-08 8.429219633399043232e-07 1.266275830857921392e-06 1.919353280754876323e-06 8.493267245057722903e-08 3.975711138082260732e-07 9.573430048703812645e-08
2.200000000000000000e+04 2.069431320705916733e-05 2.462022348481696099e-05 1.414446523995138705e-05 1.534255170554388314e-05 6.046878297638613731e-06 1.381608740302908700e-06 1.329230940427805763e-06 1.092807110580906738e-06 1.699483732409134973e-06 9.449809112993534654e-06 2.258797394460998476e-06 1.159535349870566279e-05 2.556002982601057738e-06 1.335321758233476430e-05 2.069431320705916733e-05 2.462022348481696099e-05 1.414446523995138705e-05 1.534255170554388314e-05 6.046878297638613731e-06 1.381608740302908700e-06 1.329230940427805763e-06 1.092807110580906738e-06 1.699483732409134973e-06 9.449809112993534654e-06 2.258797394460998476e-06 1.159535349870566279e-05 2.556002982601057738e-06 1.335321758233476430e-05
2.300000000000000000e+04 1.412905476172454655e-05 1.395630897604860365e-05 2.395270485067158006e-06 2.820340796461096033e-06 1.728603592709987424e-06 1.278278091376705561e-06 7.594830435664334800e-07 1.656849661912929150e-07 8.314872843584453221e-07 1.883188133433577605e-06 1.598782773726270534e-06 1.789595813761479803e-07 4.178008055077953031e-07 1.691941520221007522e-06 1.412905476172454655e-05 1.395630897604860365e-05 2.395270485067158006e-06 2.820340796461096033e-06 1.728603592709987424e-06 1.278278091376705561e-06 7.594830435664334800e-07 1.656849661912929150e-07 8.314872843584453221e-07 1.883188133433577605e-06 1.598782773726270534e-06 1.789595813761479803e-07 4.178008055077953031e-07 1.691941520221007522e-06
2.400000000000000000e+04 1.147081729868659750e-05 1.126010283769574016e-05 1.542020754641271196e-06 2.041053448920138180e-06 1.477444811825989746e-06 1.016388750940677710e-06 6.810347485952661373e-07 5.275687442463095067e-08 6.725302910126629286e-07 1.024495759338606149e-06 1.482612674408301245e-06 7.983486649543181102e-10 4.362162826510029845e-07 6.921887063526810380e-08 1.147081729868659750e-05 1.126010283769574016e-05 1.542020754641271196e-06 2.041053448920138180e-06 1.477444811825989746e-06 1.016388750940677710e-06 6.810347485952661373e-07 5.275687442463095067e-08 6.725302910126629286e-07 1.024495759338606149e-06 1.482612674408301245e-06 7.983486649543181102e-10 4.362162826510029845e-07 6.921887063526810380e-08
2.500000000000000000e+04 6.480304728029295802e-05 5.220708408160135150e-05 5.498712926055304706e-05 5.030007741879671812e-05 8.062650522333569825e-06 5.335857622412731871e-06 2.840336719600600190e-06 2.006160684686619788e-05 7.861592166591435671e-06 3.188845585100352764e-04 9.218796549248509109e-06 1.043758384184911847e-04 1.682035144767723978e-05 7.131729216780513525e-05 6.480304728029295802e-05 5.220708408160135150e-05 5.498712926055304706e-05 5.030007741879671812e-05 8.062650522333569825e-06 5.335857622412731871e-06 2.840336719600600190e-06 2.006160684686619788e-05 7.861592166591435671e-06 3.188845585100352764e-04 9.218796549248509109e-06 1.043758384184911847e-04 1.682035144767723978e-05 7.131729216780513525e-05
2.600000000000000000e+04 1.540431367175187916e-05 1.065946344169788063e-05 4.666935637942515314e-06 4.267677468305919319e-06 4.924889708490809426e-06 7.600064577673038002e-07 5.980738251309958287e-07 5.076744855614379048e-06 8.059159313233976718e-07 4.770056693814694881e-05 4.120066478208173066e-06 4.944217380398185924e-06 3.502496383589459583e-06 4.565206950246647466e-07 1.540431367175187916e-05 1.065946344169788063e-05 4.666935637942515314e-06 4.267677468305919319e-06 4.924889708490809426e-06 7.600064577673038002e-07 5.980738251309958287e-07 5.076744855614379048e-06 8.059159313233976718e-07 4.770056693814694881e-05 4.120066478208173066e-06 4.944217380398185924e-06 3.502496383589459583e-06 4.565206950246647466e-07
