# step K_rel_l2 mu_rel_l2 E_rel_l2 nu_rel_l2
1.000000000000000000e+03 4.473534816076966680e-01 3.866101232668482379e-01 3.440352475937368260e-01 3.456225520764723003e-01
2.000000000000000000e+03 2.391064618480655268e-01 3.867662985463239389e-01 3.480052664098699511e-01 3.111307786755638238e-01
3.000000000000000000e+03 2.343776009670508198e-01 3.621638787097290479e-01 3.238507570146125780e-01 2.979427726670730858e-01
4.000000000000000000e+03 2.385663964963597727e-01 3.230971550957607574e-01 2.864870295489642116e-01 2.775101764772199275e-01
5.000000000000000000e+03 2.212233270139339347e-01 2.909909325898265009e-01 2.558284458077253465e-01 2.586155548139342786e-01
6.000000000000000000e+03 2.291307347883203838e-01 2.641529247140032566e-01 2.298603832735602315e-01 2.424865250483155266e-01
7.000000000000000000e+03 2.050294033133725213e-01 2.459638331613187845e-01 2.151236828752010333e-01 2.161669942862408655e-01
8.000000000000000000e+03 1.972620349085446867e-01 2.322369387124935125e-01 2.039390340567010518e-01 2.036377559649399649e-01
9.000000000000000000e+03 1.739739666591702538e-01 2.059920877864377109e-01 1.802425967680929830e-01 1.769765174739658109e-01
1.000000000000000000e+04 1.347154652125394092e-01 1.754953832761936006e-01 1.537834993756647672e-01 1.395739505361513755e-01
1.100000000000000000e+04 1.210476172389274990e-01 1.536050847962395494e-01 1.345694285705397453e-01 1.189524589318885078e-01
1.200000000000000000e+04 1.137324180131078222e-01 1.423231651303318301e-01 1.247666377984210789e-01 1.117571449753097801e-01
1.300000000000000000e+04 1.052150490578108166e-01 1.354853374227832363e-01 1.193078448941583408e-01 1.074604648600269025e-01
1.400000000000000000e+04 9.986720618154339146e-02 1.351966854689171660e-01 1.194562283726594981e-01 1.084583228992216375e-01
1.500000000000000000e+04 9.314552974955316034e-02 1.337835126243040185e-01 1.190391695139705469e-01 1.058491844639753571e-01
1.600000000000000000e+04 8.647508824021098162e-02 1.328154319663814031e-01 1.186362927003265927e-01 1.033949445181606697e-01
1.700000000000000000e+04 8.314201087506511989e-02 1.341137475342981389e-01 1.198197156632761773e-01 1.039649338717144600e-01
1.800000000000000000e+04 8.165843439947741145e-02 1.334127692912074059e-01 1.188051373839286717e-01 1.048625009822237025e-01
1.900000000000000000e+04 8.307783304488267073e-02 1.285971980182272767e-01 1.137139194694148786e-01 1.055165264847078149e-01
2.000000000000000000e+04 8.962097854710839029e-02 1.281328967137501385e-01 1.118062584127065967e-01 1.137544836342095772e-01
2.100000000000000000e+04 9.064203702235262838e-02 1.230443351737429830e-01 1.061767586507926242e-01 1.158052901842113458e-01
2.200000000000000000e+04 9.366038361098460996e-02 1.191159675489701641e-01 1.008158888501872047e-01 1.181951484533486918e-01
2.300000000000000000e+04 9.541880248723462465e-02 1.180509139653938139e-01 1.000661594104509250e-01 1.194150585670241682e-01
2.400000000000000000e+04 9.546252350503019179e-02 1.180612839450724816e-01 9.984817149950318826e-02 1.199247130369591047e-01
2.500000000000000000e+04 9.296035190395758596e-02 1.160816187613205180e-01 9.769389728320150568e-02 1.171732221365842097e-01
2.600000000000000000e+04 9.512423952676714312e-02 1.159000962781447791e-01 9.730160306842218498e-02 1.187350331435056555e-01
2.700000000000000000e+04 9.767048306976304495e-02 1.173183547550914890e-01 9.815552341715193252e-02 1.211162183334866527e-01
2.800000000000000000e+04 9.718671695752900686e-02 1.178865766508126051e-01 9.842918351933713228e-02 1.218303372641565269e-01
2.900000000000000000e+04 9.810269085868229821e-02 1.187813241096449257e-01 9.923887723439975272e-02 1.225983780221425734e-01
3.000000000000000000e+04 9.941148647606647126e-02 1.199947147694622324e-01 1.000956703272418979e-01 1.245490481749360334e-01
3.100000000000000000e+04 1.008204674914839338e-01 1.189443440172974764e-01 9.887339151309619545e-02 1.245721506307734400e-01
3.200000000000000000e+04 9.825925806657029304e-02 1.207188911502017487e-01 1.006327485743420125e-01 1.249038621047432879e-01
3.300000000000000000e+04 1.030780312138007138e-01 1.197507736932029165e-01 9.958517347922130059e-02 1.268457819126418140e-01
3.400000000000000000e+04 1.012074129487917223e-01 1.233650170435505178e-01 1.027205409061453661e-01 1.286921916094298790e-01
3.500000000000000000e+04 1.025693701310938372e-01 1.231110886980052166e-01 1.023460849561904362e-01 1.292514603417547758e-01
3.600000000000000000e+04 1.017392694282547860e-01 1.222044404179234989e-01 1.016502677261207771e-01 1.285572276805536374e-01
3.700000000000000000e+04 9.977336494127019006e-02 1.221101243855728241e-01 1.014494367968087341e-01 1.278101162795072521e-01
3.800000000000000000e+04 1.012960935401277796e-01 1.210079773331671910e-01 1.002884166960479190e-01 1.277920650713299522e-01
3.900000000000000000e+04 1.003414010102153253e-01 1.191264626455079689e-01 9.912911115797867767e-02 1.256065457061023571e-01
4.000000000000000000e+04 1.001634687157275244e-01 1.181988388919811145e-01 9.764042790760754653e-02 1.261140753682261362e-01
4.100000000000000000e+04 9.784814012964086760e-02 1.184445389640837176e-01 9.838353754569352516e-02 1.245882508790514404e-01
4.200000000000000000e+04 9.658557704586834269e-02 1.169407520741875678e-01 9.694931153153998893e-02 1.232695951514622135e-01
4.300000000000000000e+04 9.668684962061104005e-02 1.159840202513710561e-01 9.591125169162159625e-02 1.227315358643793625e-01
