0 [5.00000000e-01, 2.50000000e-01]
1000 [1.08402073e+00, 5.71375072e-01]
2000 [1.41883206e+00, 5.11781693e-01]
3000 [1.58860540e+00, 4.39093649e-01]
4000 [1.62996387e+00, 3.92942190e-01]
5000 [1.59425592e+00, 3.83695424e-01]
6000 [1.53261161e+00, 3.86707485e-01]
7000 [1.46953213e+00, 3.93311203e-01]
8000 [1.41156864e+00, 4.00230497e-01]
9000 [1.36433232e+00, 4.07593042e-01]
10000 [1.32115912e+00, 4.14290100e-01]
11000 [1.28788674e+00, 4.21413213e-01]
12000 [1.25704443e+00, 4.26922768e-01]
13000 [1.23295796e+00, 4.32510883e-01]
14000 [1.21174884e+00, 4.36947912e-01]
15000 [1.19488490e+00, 4.41853791e-01]
16000 [1.17801023e+00, 4.45583045e-01]
17000 [1.16512930e+00, 4.49452728e-01]
18000 [1.15092850e+00, 4.52182055e-01]
19000 [1.14029312e+00, 4.55227733e-01]
20000 [1.12976587e+00, 4.58117545e-01]
21000 [1.12228405e+00, 4.60916549e-01]
22000 [1.11286342e+00, 4.62845027e-01]
23000 [1.10463583e+00, 4.64864790e-01]
24000 [1.09857297e+00, 4.67202932e-01]
25000 [1.09149897e+00, 4.68933254e-01]
26000 [1.08746231e+00, 4.71060306e-01]
27000 [1.08241558e+00, 4.72569257e-01]
28000 [1.07706404e+00, 4.73953724e-01]
29000 [1.07257700e+00, 4.75137115e-01]
30000 [1.06913388e+00, 4.76628274e-01]
31000 [1.06505346e+00, 4.77491111e-01]
32000 [1.06174254e+00, 4.78737354e-01]
33000 [1.05878174e+00, 4.79952395e-01]
34000 [1.05526268e+00, 4.80747402e-01]
35000 [1.05236566e+00, 4.81500834e-01]
36000 [1.05005383e+00, 4.82367814e-01]
37000 [1.04784954e+00, 4.83197540e-01]
38000 [1.04495203e+00, 4.83491510e-01]
39000 [1.04398024e+00, 4.84556824e-01]
40000 [1.04149449e+00, 4.85066533e-01]
41000 [1.03927016e+00, 4.85718042e-01]
42000 [1.03790820e+00, 4.86239463e-01]
43000 [1.03621411e+00, 4.86595154e-01]
44000 [1.03522515e+00, 4.87080783e-01]
45000 [1.03431201e+00, 4.87709910e-01]
46000 [1.03244781e+00, 4.87978578e-01]
47000 [1.03103960e+00, 4.88453865e-01]
48000 [1.03015351e+00, 4.88889337e-01]
49000 [1.02910864e+00, 4.89194065e-01]
50000 [1.02854609e+00, 4.89714444e-01]
