# step train_loss_terms test_loss_terms
0.000000000000000000e+00 4.091278910636901855e-01 1.602756232023239136e-01 3.526349365711212158e-02 2.058730721473693848e-01 1.239695958793163300e-02 3.830591682344675064e-03 1.309541054069995880e-02 8.762737736105918884e-03 6.535933166742324829e-02 1.817995496094226837e-02 2.082394808530807495e-02 4.091278910636901855e-01 1.602756232023239136e-01 3.526349365711212158e-02 2.058730721473693848e-01 1.239695958793163300e-02 3.830591682344675064e-03 1.309541054069995880e-02 8.762737736105918884e-03 6.535933166742324829e-02 1.817995496094226837e-02 2.082394808530807495e-02
1.000000000000000000e+03 9.289882145822048187e-04 1.057869172655045986e-03 9.438744018552824855e-05 1.567345170769840479e-04 4.476297763176262379e-04 3.775932054850272834e-05 1.492022147431271151e-05 1.564935337228234857e-05 7.810136594343930483e-05 1.074151587090454996e-04 3.931173978344304487e-06 9.289882145822048187e-04 1.057869172655045986e-03 9.438744018552824855e-05 1.567345170769840479e-04 4.476297763176262379e-04 3.775932054850272834e-05 1.492022147431271151e-05 1.564935337228234857e-05 7.810136594343930483e-05 1.074151587090454996e-04 3.931173978344304487e-06
2.000000000000000000e+03 8.731814450584352016e-04 5.153412930667400360e-04 1.688268384896218777e-04 7.220749830594286323e-05 7.430205005221068859e-05 6.214555469341576099e-06 1.742146923788823187e-05 2.754892739176284522e-05 4.803877527592703700e-05 1.975318082259036601e-05 5.340870643522066530e-07 8.731814450584352016e-04 5.153412930667400360e-04 1.688268384896218777e-04 7.220749830594286323e-05 7.430205005221068859e-05 6.214555469341576099e-06 1.742146923788823187e-05 2.754892739176284522e-05 4.803877527592703700e-05 1.975318082259036601e-05 5.340870643522066530e-07
3.000000000000000000e+03 6.294660270214080811e-04 3.334683715365827084e-04 1.952291131601668894e-05 3.050175109819974750e-05 1.999529740714933723e-05 7.524067200392892119e-07 4.418097432790091261e-06 3.452299324635532685e-06 1.661020905885379761e-05 1.579982563271187246e-05 2.112283937094616704e-06 6.294660270214080811e-04 3.334683715365827084e-04 1.952291131601668894e-05 3.050175109819974750e-05 1.999529740714933723e-05 7.524067200392892119e-07 4.418097432790091261e-06 3.452299324635532685e-06 1.661020905885379761e-05 1.579982563271187246e-05 2.112283937094616704e-06
4.000000000000000000e+03 5.585061735473573208e-04 2.450859465170651674e-04 1.528826578578446060e-05 1.821079968067351729e-05 1.904770579130854458e-05 5.428867666523728985e-07 2.410318302281666547e-06 2.505651082174153998e-06 1.027858343150001019e-05 1.300307940255152062e-05 2.522365093682310544e-06 5.585061735473573208e-04 2.450859465170651674e-04 1.528826578578446060e-05 1.821079968067351729e-05 1.904770579130854458e-05 5.428867666523728985e-07 2.410318302281666547e-06 2.505651082174153998e-06 1.027858343150001019e-05 1.300307940255152062e-05 2.522365093682310544e-06
5.000000000000000000e+03 3.996408777311444283e-04 1.992654142668470740e-04 1.767447611200623214e-05 1.259181135537801310e-05 2.016802136495243758e-05 4.373645481337007368e-07 1.907417072288808413e-06 1.785057520464761183e-06 6.561089321621693671e-06 8.628104296803940088e-06 1.505412541291661910e-07 3.996408777311444283e-04 1.992654142668470740e-04 1.767447611200623214e-05 1.259181135537801310e-05 2.016802136495243758e-05 4.373645481337007368e-07 1.907417072288808413e-06 1.785057520464761183e-06 6.561089321621693671e-06 8.628104296803940088e-06 1.505412541291661910e-07
6.000000000000000000e+03 2.634232223499566317e-04 1.809208624763414264e-04 1.571195571159478277e-05 1.679265733400825411e-05 1.388395867252256721e-05 6.889009114274813328e-07 1.236669618265295867e-06 3.775452057652728399e-07 6.661677616648375988e-06 5.636527930619195104e-06 3.092692395512131043e-06 2.634232223499566317e-04 1.809208624763414264e-04 1.571195571159478277e-05 1.679265733400825411e-05 1.388395867252256721e-05 6.889009114274813328e-07 1.236669618265295867e-06 3.775452057652728399e-07 6.661677616648375988e-06 5.636527930619195104e-06 3.092692395512131043e-06
7.000000000000000000e+03 2.066454762825742364e-04 1.513181778136640787e-04 1.157287624664604664e-05 9.395952474733348936e-06 7.844701030990108848e-05 2.674662709978292696e-06 7.142992672015680000e-06 9.379603397974278778e-06 1.186648660222999752e-05 1.130070904764579609e-05 1.184647118179782410e-07 2.066454762825742364e-04 1.513181778136640787e-04 1.157287624664604664e-05 9.395952474733348936e-06 7.844701030990108848e-05 2.674662709978292696e-06 7.142992672015680000e-06 9.379603397974278778e-06 1.186648660222999752e-05 1.130070904764579609e-05 1.184647118179782410e-07
8.000000000000000000e+03 1.480195205658674240e-04 1.331540843239054084e-04 1.003030502033652738e-05 1.021068692352855578e-05 7.911998181953094900e-06 9.123736504079715814e-07 6.895799629091925453e-07 3.064243401240673847e-07 5.508714821189641953e-06 3.409428245504386723e-06 8.534293556294869632e-07 1.480195205658674240e-04 1.331540843239054084e-04 1.003030502033652738e-05 1.021068692352855578e-05 7.911998181953094900e-06 9.123736504079715814e-07 6.895799629091925453e-07 3.064243401240673847e-07 5.508714821189641953e-06 3.409428245504386723e-06 8.534293556294869632e-07
9.000000000000000000e+03 6.166851380839943886e-04 1.589621970197185874e-04 5.795132528874091804e-05 2.542304173402953893e-05 4.348072616267018020e-05 1.701744281490391586e-06 2.617534619275829755e-06 9.977610488931532018e-07 7.020084922260139138e-06 3.766529516724403948e-06 2.589448740764055401e-06 6.166851380839943886e-04 1.589621970197185874e-04 5.795132528874091804e-05 2.542304173402953893e-05 4.348072616267018020e-05 1.701744281490391586e-06 2.617534619275829755e-06 9.977610488931532018e-07 7.020084922260139138e-06 3.766529516724403948e-06 2.589448740764055401e-06
1.000000000000000000e+04 1.014549707178957760e-04 1.084243995137512684e-04 4.492645075515611097e-06 4.040274689032230526e-06 9.664217941462993622e-06 6.805900625295180362e-07 5.584145128523232415e-07 3.513575563829363091e-07 3.355932676640804857e-06 3.787160949286771938e-06 1.654391326155746356e-07 1.014549707178957760e-04 1.084243995137512684e-04 4.492645075515611097e-06 4.040274689032230526e-06 9.664217941462993622e-06 6.805900625295180362e-07 5.584145128523232415e-07 3.513575563829363091e-07 3.355932676640804857e-06 3.787160949286771938e-06 1.654391326155746356e-07
1.100000000000000000e+04 1.638291578274220228e-04 1.053023515851236880e-04 2.020100509980693460e-04 5.751658318331465125e-05 1.133649038820294663e-05 5.047558715887134895e-06 9.831852594288648106e-07 1.210387154060299508e-06 5.711357971449615434e-06 5.229308044363278896e-06 1.011200401990208775e-05 1.638291578274220228e-04 1.053023515851236880e-04 2.020100509980693460e-04 5.751658318331465125e-05 1.133649038820294663e-05 5.047558715887134895e-06 9.831852594288648106e-07 1.210387154060299508e-06 5.711357971449615434e-06 5.229308044363278896e-06 1.011200401990208775e-05
