# step K_rel_l2 mu_rel_l2 E_rel_l2 nu_rel_l2
1.000000000000000000e+03 2.646852527093942475e-01 3.831835110463288063e-01 3.490267824230224858e-01 2.801772545581888707e-01
2.000000000000000000e+03 3.102007726385792585e-01 3.949013967280246562e-01 3.576138346996070583e-01 3.201831167097689557e-01
3.000000000000000000e+03 2.740858908133134708e-01 3.592057334491148279e-01 3.216511206926626065e-01 3.054424363679446586e-01
4.000000000000000000e+03 2.722841500094523859e-01 3.534165910960401225e-01 3.161448537048665575e-01 3.158864462527034567e-01
5.000000000000000000e+03 2.738365557801312189e-01 3.472427364805358851e-01 3.081922123336091612e-01 3.158605815467115385e-01
6.000000000000000000e+03 2.488215554938886520e-01 3.261314597245189573e-01 2.874391455146267371e-01 2.990376861321499824e-01
7.000000000000000000e+03 2.272102027267912383e-01 2.920891347812614169e-01 2.542939916817926749e-01 2.739733179769809346e-01
8.000000000000000000e+03 1.667105528252186275e-01 2.428777448725044918e-01 2.089796212755738458e-01 2.297401700015861137e-01
9.000000000000000000e+03 1.527895165338846728e-01 2.312645452028379844e-01 1.994826017532682627e-01 2.195873940019951176e-01
1.000000000000000000e+04 1.462917503379796702e-01 2.212231223962908555e-01 1.915754019706978895e-01 2.118117563993266173e-01
1.100000000000000000e+04 1.441420579401799240e-01 2.184726122433377493e-01 1.890553241009379215e-01 2.106105445943891319e-01
1.200000000000000000e+04 1.319138658792678998e-01 2.053183997382714010e-01 1.775720575061063011e-01 1.992440204237749257e-01
1.300000000000000000e+04 1.325259326049448294e-01 2.090935875283727596e-01 1.807566703528543095e-01 2.028225637899814249e-01
1.400000000000000000e+04 1.309613614645047941e-01 2.087050481620164044e-01 1.805767548174356807e-01 2.029181801414824127e-01
1.500000000000000000e+04 1.337686443924724355e-01 2.163146702549325895e-01 1.873548639713561170e-01 2.103512987249962218e-01
1.600000000000000000e+04 1.364178187987361845e-01 2.201748491914706229e-01 1.914424836205804725e-01 2.151571117664785870e-01
1.700000000000000000e+04 1.409251158187157515e-01 2.206793939657014370e-01 1.911485780529707523e-01 2.169107156530067637e-01
1.800000000000000000e+04 1.409263543744606884e-01 2.229124943873773690e-01 1.930724990684496156e-01 2.190247642100417169e-01
1.900000000000000000e+04 1.439127187014128118e-01 2.243953499627198422e-01 1.940539102112267267e-01 2.213584019961399307e-01
2.000000000000000000e+04 1.462642681621730278e-01 2.231757108197604811e-01 1.926132687803794874e-01 2.221148335769033422e-01
2.100000000000000000e+04 1.430666062251380599e-01 2.234956419884131240e-01 1.928247617915948564e-01 2.212597722808340717e-01
2.200000000000000000e+04 1.431367222420308616e-01 2.223945989082940777e-01 1.917169044889930618e-01 2.210832393845982013e-01
2.300000000000000000e+04 1.510176799703980832e-01 2.209525903075552911e-01 1.896362429212315459e-01 2.230799406011546582e-01
2.400000000000000000e+04 1.540643206769361506e-01 2.212774525524213720e-01 1.896046881548744401e-01 2.245970533783037126e-01
2.500000000000000000e+04 1.465619894397900413e-01 2.181095672769862714e-01 1.870940006383988718e-01 2.203419325721631405e-01
2.600000000000000000e+04 1.471432161274185413e-01 2.224751741655843773e-01 1.909850927971198653e-01 2.231410384839420669e-01
2.700000000000000000e+04 1.508722735259448167e-01 2.180351448252398627e-01 1.866129465788503861e-01 2.217540412105729331e-01
2.800000000000000000e+04 1.535093651328303943e-01 2.175455846348456346e-01 1.860311420904114110e-01 2.221356566934524490e-01
2.900000000000000000e+04 1.568962233407666385e-01 2.185615924096365736e-01 1.866153424247306847e-01 2.245244429004669140e-01
3.000000000000000000e+04 1.519398260076801899e-01 2.180839551199374726e-01 1.864025436207369657e-01 2.223579695398009148e-01
3.100000000000000000e+04 1.502122746929396013e-01 2.173182105027003652e-01 1.857681781342889749e-01 2.211591722891942391e-01
3.200000000000000000e+04 1.544785900501498555e-01 2.175255953766431771e-01 1.856321145267836870e-01 2.228453811352401892e-01
3.300000000000000000e+04 1.556299789940855938e-01 2.167138666337621311e-01 1.847342287029424823e-01 2.227461912433295887e-01
3.400000000000000000e+04 1.564077369549713992e-01 2.162670816895654879e-01 1.841860682493060009e-01 2.227174097557060584e-01
3.500000000000000000e+04 1.557651054258560319e-01 2.146489968689314631e-01 1.826863936301570124e-01 2.212495538869059808e-01
3.600000000000000000e+04 1.556524243765295967e-01 2.144118047432508056e-01 1.824097018177820440e-01 2.211200178761654478e-01
3.700000000000000000e+04 1.566375440925754925e-01 2.143039540106665697e-01 1.822033184304820141e-01 2.210128502967457498e-01
3.800000000000000000e+04 1.510383363278771929e-01 2.125190368980836575e-01 1.808849900414479239e-01 2.183165657665910309e-01
3.900000000000000000e+04 1.564793117152971091e-01 2.136537732123893196e-01 1.814511477259861671e-01 2.203941835278823702e-01
4.000000000000000000e+04 1.545679587280108513e-01 2.140112541584163752e-01 1.818791525345737348e-01 2.202896623000092646e-01
4.100000000000000000e+04 1.561059422051266632e-01 2.154865144044271486e-01 1.830594983684543098e-01 2.213675000368585111e-01
4.200000000000000000e+04 1.540858715468977069e-01 2.158513993245896045e-01 1.834729123620836566e-01 2.213602563738660267e-01
4.300000000000000000e+04 1.564853255915251984e-01 2.155891543878186711e-01 1.829766656874269315e-01 2.213126993117659203e-01
4.400000000000000000e+04 1.614165114343373286e-01 2.149169677419621172e-01 1.820726937337665829e-01 2.226461707447291438e-01
4.500000000000000000e+04 1.599424649571202506e-01 2.137949491883979480e-01 1.810976525888039201e-01 2.216728156028837105e-01
4.600000000000000000e+04 1.532766817935519998e-01 2.097859842268890995e-01 1.777722071522296332e-01 2.173268882374691513e-01
4.700000000000000000e+04 1.595922977245712304e-01 2.141418025612128184e-01 1.813699160604522742e-01 2.217548718172627220e-01
4.800000000000000000e+04 1.606117391964818342e-01 2.125800497664556421e-01 1.798356209005969597e-01 2.210836257132911264e-01
4.900000000000000000e+04 1.608527208592511748e-01 2.154806854307539654e-01 1.824966562621011257e-01 2.232038555294130200e-01
5.000000000000000000e+04 1.587971724597955769e-01 2.151256037844964109e-01 1.822988797524184856e-01 2.222091364108483569e-01
5.100000000000000000e+04 1.600360447245139650e-01 2.153555538519770496e-01 1.823943956554756884e-01 2.229246750994647586e-01
5.200000000000000000e+04 1.615848999687240495e-01 2.141311161094786586e-01 1.811510538360790179e-01 2.225804176011919044e-01
5.300000000000000000e+04 1.571708937197976996e-01 2.152162619886708594e-01 1.824086912477188016e-01 2.216015765919067959e-01
5.400000000000000000e+04 1.580978563627545019e-01 2.157764322465151596e-01 1.828592692392922991e-01 2.223347511853556169e-01
5.500000000000000000e+04 1.602375715059424499e-01 2.170074055049501516e-01 1.838408734123062049e-01 2.237628731480874877e-01
5.600000000000000000e+04 1.594031014536699264e-01 2.166107409025645192e-01 1.835236452502029825e-01 2.232533249185431057e-01
5.700000000000000000e+04 1.588801144095135232e-01 2.170495478070367523e-01 1.839315522047235696e-01 2.232004558369151959e-01
5.800000000000000000e+04 1.567610281003437023e-01 2.148172569650376729e-01 1.820319075802024622e-01 2.211081962181616900e-01
5.900000000000000000e+04 1.582046198679663562e-01 2.168718524277878645e-01 1.837532490395182294e-01 2.228703186523690594e-01
6.000000000000000000e+04 1.605009985511557657e-01 2.188750616605050769e-01 1.854699804825903908e-01 2.250248737728580417e-01
6.100000000000000000e+04 1.244710678882607890e-01 2.118728745589295581e-01 1.818111264081810063e-01 2.066548092088371924e-01
6.200000000000000000e+04 1.553017066747606201e-01 2.152889033651282369e-01 1.823780448589466252e-01 2.205365263347936478e-01
6.300000000000000000e+04 1.547722240938086413e-01 2.149309808301865243e-01 1.820933706785439476e-01 2.202147917993187987e-01
6.400000000000000000e+04 1.548218764174493223e-01 2.156573945947601878e-01 1.827345262874394138e-01 2.206835437188894022e-01
6.500000000000000000e+04 1.517921901628861148e-01 2.171848064915892773e-01 1.843413553974527497e-01 2.199354954707626597e-01
6.600000000000000000e+04 1.495313855530367997e-01 2.143342911691019648e-01 1.818514129540734214e-01 2.177367636642367488e-01
6.700000000000000000e+04 1.532125658911568100e-01 2.148222027608815698e-01 1.820056781774370969e-01 2.192289196078223146e-01
6.800000000000000000e+04 1.521281140043685698e-01 2.146973066961924692e-01 1.819127625052167907e-01 2.186925601669883756e-01
6.900000000000000000e+04 1.501057451371462514e-01 2.135388570571709332e-01 1.809754985130681282e-01 2.173314469160457785e-01
7.000000000000000000e+04 1.512452714693917899e-01 2.123352181525518245e-01 1.797064155438580224e-01 2.167997234195270240e-01
7.100000000000000000e+04 1.488042157134655818e-01 2.131333312372316324e-01 1.806180405786715348e-01 2.162370936275736233e-01
7.200000000000000000e+04 1.504448617001045152e-01 2.123643630209176847e-01 1.798016702883595552e-01 2.164940601576781920e-01
7.300000000000000000e+04 1.489416265924988769e-01 2.133708766340439988e-01 1.807949698227796498e-01 2.161544579201551686e-01
7.400000000000000000e+04 1.492402836677898248e-01 2.110343855278216663e-01 1.785695696415766087e-01 2.148260280766347563e-01
7.500000000000000000e+04 1.483195963739405987e-01 2.101661775627588769e-01 1.777564468011308130e-01 2.139335508466548852e-01
7.600000000000000000e+04 1.462927824677671129e-01 2.092820723967692420e-01 1.770741189781976088e-01 2.125134838371706691e-01
7.700000000000000000e+04 1.466455369056499369e-01 2.095962481899011631e-01 1.772558966876653930e-01 2.127761487154960218e-01
7.800000000000000000e+04 1.466388074194358848e-01 2.083190994506258775e-01 1.761230476467577355e-01 2.118117370828919710e-01
7.900000000000000000e+04 1.453648014567533731e-01 2.074727059779460370e-01 1.753367332997876893e-01 2.107996138567106714e-01
8.000000000000000000e+04 1.458708340489349164e-01 2.072526916610446801e-01 1.750623692049741720e-01 2.108037862065943457e-01
8.100000000000000000e+04 1.438721491199015101e-01 2.071055836739494338e-01 1.750733265095925917e-01 2.099123134312161354e-01
8.200000000000000000e+04 1.402319925003992773e-01 2.010351786215135717e-01 1.698338500184955746e-01 2.045902300409323804e-01
8.300000000000000000e+04 1.432395911775114772e-01 2.064324402521111879e-01 1.743887050332574018e-01 2.089678556756020822e-01
8.400000000000000000e+04 1.430430048573321511e-01 2.025295449478975163e-01 1.707775294273379263e-01 2.066382743407796652e-01
8.500000000000000000e+04 1.422482511592799703e-01 2.045769572309696638e-01 1.727350604134598178e-01 2.074068366425011745e-01
8.600000000000000000e+04 1.430938269280652431e-01 2.025510650476707031e-01 1.707497103637989344e-01 2.064508469754030573e-01
8.700000000000000000e+04 1.409073769481024585e-01 2.035872092769689945e-01 1.718315880674712026e-01 2.059536419475979097e-01
8.800000000000000000e+04 1.402098911612177368e-01 2.022333859824826940e-01 1.705865316853829305e-01 2.048977283640726343e-01
8.900000000000000000e+04 1.408470730450555042e-01 2.020738693468862313e-01 1.704021650997980808e-01 2.050202911419057028e-01
9.000000000000000000e+04 1.416115371742792117e-01 2.023995411714291370e-01 1.706341306708341887e-01 2.054633135705269675e-01
9.100000000000000000e+04 1.383275479018235554e-01 2.013648836248101426e-01 1.698627023615374709e-01 2.035975391480056018e-01
9.200000000000000000e+04 1.383831590547703327e-01 2.014207151832504150e-01 1.698606471572515209e-01 2.033628251506139906e-01
9.300000000000000000e+04 1.403324118478510296e-01 1.987503239790424925e-01 1.672512984803308511e-01 2.025268678084102825e-01
9.400000000000000000e+04 1.372742250494242144e-01 1.996675483136297058e-01 1.682808876992696046e-01 2.017844792756350036e-01
9.500000000000000000e+04 1.383141302145869389e-01 1.987690179097620080e-01 1.673689674417409567e-01 2.017991790824011089e-01
9.600000000000000000e+04 1.394642806027777682e-01 1.977832295363625703e-01 1.663226073016401130e-01 2.017507334643072747e-01
9.700000000000000000e+04 1.390891908762949547e-01 1.966711614530081420e-01 1.652993880805158078e-01 2.005942392055768131e-01
9.800000000000000000e+04 1.366007259587994072e-01 1.988493723725950069e-01 1.674794488655101943e-01 2.008457585011110269e-01
