# step K_rel_l2 mu_rel_l2 E_rel_l2 nu_rel_l2
1.000000000000000000e+03 7.486459007657696452e-01 5.173799976235989861e-01 4.676291926394305354e-01 4.841088328105392913e-01
2.000000000000000000e+03 4.637169773514677185e-01 4.589306706581027795e-01 4.159246130175033862e-01 3.945260083043031218e-01
3.000000000000000000e+03 3.053833412600724939e-01 4.829394183578631372e-01 4.428805361752987113e-01 3.808586263371860903e-01
4.000000000000000000e+03 2.070838782978491610e-01 3.378825528925952781e-01 3.028866967920865183e-01 2.711039968252613730e-01
5.000000000000000000e+03 1.952334457391368128e-01 2.175439801951224716e-01 1.859104868376907915e-01 2.062457643887594394e-01
6.000000000000000000e+03 1.651806612456362677e-01 1.826690246336912238e-01 1.549698859204852452e-01 1.896924877689959987e-01
7.000000000000000000e+03 1.613613544184970272e-01 1.704138282802986626e-01 1.428788352382851790e-01 1.892458917999651213e-01
8.000000000000000000e+03 1.419201852659124907e-01 1.693162148740832706e-01 1.460998740261895690e-01 1.741522229314076409e-01
9.000000000000000000e+03 1.250459091329377270e-01 1.842532101453118187e-01 1.675084488199096444e-01 1.475176604366804922e-01
1.000000000000000000e+04 1.228212428273789819e-01 1.801734143218955975e-01 1.602382374640637652e-01 1.592258247286729433e-01
1.100000000000000000e+04 1.223759132284288620e-01 1.899484265362437752e-01 1.733556526247760354e-01 1.512357457267745064e-01
1.200000000000000000e+04 1.333309112687578180e-01 1.827823805080778796e-01 1.662904847992924262e-01 1.749525221352536131e-01
1.300000000000000000e+04 1.442884827526900726e-01 1.810566510296864606e-01 1.685471672335770998e-01 1.759877091844030128e-01
1.400000000000000000e+04 1.542564206729727661e-01 1.933995469415254187e-01 1.797164758256112882e-01 1.960994980276443422e-01
1.500000000000000000e+04 1.567902304924627399e-01 2.098013220818573943e-01 1.950688177774487497e-01 2.027805891774942249e-01
1.600000000000000000e+04 1.568683695982364956e-01 2.304829328239350050e-01 2.148205345656644949e-01 2.020520698447952346e-01
1.700000000000000000e+04 1.512301198041123285e-01 2.520148230211412543e-01 2.347931687825394187e-01 1.992849133159219077e-01
1.800000000000000000e+04 1.499159983970249910e-01 2.681030847517132387e-01 2.501548329593423770e-01 1.988800601621624753e-01
1.900000000000000000e+04 1.470720266955468092e-01 2.763759881140409047e-01 2.575537500642554600e-01 2.023145222423394785e-01
2.000000000000000000e+04 1.473409309094987629e-01 2.860517900189011864e-01 2.670012175893021755e-01 2.049284414951608180e-01
2.100000000000000000e+04 1.558250790473710012e-01 2.865772219487942030e-01 2.687764371941251396e-01 2.057002682743375999e-01
2.200000000000000000e+04 1.641320724285286192e-01 2.924169703914860641e-01 2.754863726102952937e-01 2.091376664525809170e-01
2.300000000000000000e+04 1.660630083583150562e-01 2.962147822536471686e-01 2.791427286463460944e-01 2.179288076574938671e-01
2.400000000000000000e+04 1.699343758119322978e-01 2.964685192439961425e-01 2.798325732937946841e-01 2.217128972047755220e-01
2.500000000000000000e+04 1.751950037211618405e-01 3.034967012130131425e-01 2.872026039915064333e-01 2.241795286434160595e-01
2.600000000000000000e+04 1.752635509007777204e-01 3.036794307058888753e-01 2.873524862930227908e-01 2.287837360564911604e-01
2.700000000000000000e+04 1.776983725927878677e-01 3.037135802486206071e-01 2.878222764705178904e-01 2.282124911346853358e-01
2.800000000000000000e+04 1.804665033974856281e-01 3.062989361475004224e-01 2.905510427356997050e-01 2.329265511115960197e-01
