# x y ux uy
1.000000014901161194e-01 1.000000000000000000e+00 -0.000000000000000000e+00 1.741163879632949829e-01
3.666666746139526367e-01 1.000000000000000000e+00 -0.000000000000000000e+00 2.014047205448150635e-01
6.333333253860473633e-01 1.000000000000000000e+00 -0.000000000000000000e+00 1.716789305210113525e-01
8.999999761581420898e-01 1.000000000000000000e+00 -0.000000000000000000e+00 1.506049782037734985e-01
